order_date,sku_id,location,quantity
2025-04-10,mango123,Mumbai,65
2025-04-10,mango123,Delhi,29
2025-04-10,mango123,Bangalore,37
2025-04-10,apple456,Mumbai,89
2025-04-10,apple456,Delhi,101
2025-04-10,apple456,Bangalore,77
2025-04-10,banana789,Mumbai,49
2025-04-10,banana789,Delhi,52
2025-04-10,banana789,Bangalore,46
2025-04-11,mango123,Mumbai,82
2025-04-11,mango123,Delhi,31
2025-04-11,mango123,Bangalore,75
2025-04-11,apple456,Mumbai,127
2025-04-11,apple456,Delhi,126
2025-04-11,apple456,Bangalore,95
2025-04-11,banana789,Mumbai,43
2025-04-11,banana789,Delhi,85
2025-04-11,banana789,Bangalore,56
2025-04-12,mango123,Mumbai,84
2025-04-12,mango123,Delhi,46
2025-04-12,mango123,Bangalore,86
2025-04-12,apple456,Mumbai,133
2025-04-12,apple456,Delhi,141
2025-04-12,apple456,Bangalore,127
2025-04-12,banana789,Mumbai,80
2025-04-12,banana789,Delhi,96
2025-04-12,banana789,Bangalore,42
2025-04-13,mango123,Mumbai,66
2025-04-13,mango123,Delhi,22
2025-04-13,mango123,Bangalore,47
2025-04-13,apple456,Mumbai,80
2025-04-13,apple456,Delhi,119
2025-04-13,apple456,Bangalore,65
2025-04-13,banana789,Mumbai,36
2025-04-13,banana789,Delhi,72
2025-04-13,banana789,Bangalore,55
2025-04-14,mango123,Mumbai,47
2025-04-14,mango123,Delhi,25
2025-04-14,mango123,Bangalore,34
2025-04-14,apple456,Mumbai,80
2025-04-14,apple456,Delhi,99
2025-04-14,apple456,Bangalore,75
2025-04-14,banana789,Mumbai,38
2025-04-14,banana789,Delhi,64
2025-04-14,banana789,Bangalore,52
2025-04-15,mango123,Mumbai,58
2025-04-15,mango123,Delhi,32
2025-04-15,mango123,Bangalore,33
2025-04-15,apple456,Mumbai,85
2025-04-15,apple456,Delhi,87
2025-04-15,apple456,Bangalore,79
2025-04-15,banana789,Mumbai,27
2025-04-15,banana789,Delhi,57
2025-04-15,banana789,Bangalore,29
2025-04-16,mango123,Mumbai,72
2025-04-16,mango123,Delhi,45
2025-04-16,mango123,Bangalore,55
2025-04-16,apple456,Mumbai,88
2025-04-16,apple456,Delhi,94
2025-04-16,apple456,Bangalore,83
2025-04-16,banana789,Mumbai,35
2025-04-16,banana789,Delhi,56
2025-04-16,banana789,Bangalore,53
2025-04-17,mango123,Mumbai,58
2025-04-17,mango123,Delhi,35
2025-04-17,mango123,Bangalore,45
2025-04-17,apple456,Mumbai,106
2025-04-17,apple456,Delhi,110
2025-04-17,apple456,Bangalore,95
2025-04-17,banana789,Mumbai,57
2025-04-17,banana789,Delhi,67
2025-04-17,banana789,Bangalore,33
2025-04-18,mango123,Mumbai,79
2025-04-18,mango123,Delhi,36
2025-04-18,mango123,Bangalore,79
2025-04-18,apple456,Mumbai,103
2025-04-18,apple456,Delhi,128
2025-04-18,apple456,Bangalore,102
2025-04-18,banana789,Mumbai,62
2025-04-18,banana789,Delhi,93
2025-04-18,banana789,Bangalore,64
2025-04-19,mango123,Mumbai,73
2025-04-19,mango123,Delhi,70
2025-04-19,mango123,Bangalore,72
2025-04-19,apple456,Mumbai,134
2025-04-19,apple456,Delhi,157
2025-04-19,apple456,Bangalore,112
2025-04-19,banana789,Mumbai,56
2025-04-19,banana789,Delhi,109
2025-04-19,banana789,Bangalore,59
2025-04-20,mango123,Mumbai,69
2025-04-20,mango123,Delhi,33
2025-04-20,mango123,Bangalore,54
2025-04-20,apple456,Mumbai,84
2025-04-20,apple456,Delhi,102
2025-04-20,apple456,Bangalore,96
2025-04-20,banana789,Mumbai,54
2025-04-20,banana789,Delhi,80
2025-04-20,banana789,Bangalore,36
2025-04-21,mango123,Mumbai,63
2025-04-21,mango123,Delhi,44
2025-04-21,mango123,Bangalore,51
2025-04-21,apple456,Mumbai,77
2025-04-21,apple456,Delhi,97
2025-04-21,apple456,Bangalore,65
2025-04-21,banana789,Mumbai,37
2025-04-21,banana789,Delhi,74
2025-04-21,banana789,Bangalore,49
2025-04-22,mango123,Mumbai,51
2025-04-22,mango123,Delhi,42
2025-04-22,mango123,Bangalore,52
2025-04-22,apple456,Mumbai,87
2025-04-22,apple456,Delhi,101
2025-04-22,apple456,Bangalore,59
2025-04-22,banana789,Mumbai,38
2025-04-22,banana789,Delhi,65
2025-04-22,banana789,Bangalore,53
2025-04-23,mango123,Mumbai,66
2025-04-23,mango123,Delhi,38
2025-04-23,mango123,Bangalore,54
2025-04-23,apple456,Mumbai,84
2025-04-23,apple456,Delhi,113
2025-04-23,apple456,Bangalore,73
2025-04-23,banana789,Mumbai,45
2025-04-23,banana789,Delhi,55
2025-04-23,banana789,Bangalore,36
2025-04-24,mango123,Mumbai,78
2025-04-24,mango123,Delhi,47
2025-04-24,mango123,Bangalore,55
2025-04-24,apple456,Mumbai,102
2025-04-24,apple456,Delhi,126
2025-04-24,apple456,Bangalore,102
2025-04-24,banana789,Mumbai,68
2025-04-24,banana789,Delhi,71
2025-04-24,banana789,Bangalore,59
2025-04-25,mango123,Mumbai,75
2025-04-25,mango123,Delhi,47
2025-04-25,mango123,Bangalore,77
2025-04-25,apple456,Mumbai,111
2025-04-25,apple456,Delhi,155
2025-04-25,apple456,Bangalore,97
2025-04-25,banana789,Mumbai,69
2025-04-25,banana789,Delhi,80
2025-04-25,banana789,Bangalore,56
2025-04-26,mango123,Mumbai,81
2025-04-26,mango123,Delhi,51
2025-04-26,mango123,Bangalore,70
2025-04-26,apple456,Mumbai,135
2025-04-26,apple456,Delhi,166
2025-04-26,apple456,Bangalore,110
2025-04-26,banana789,Mumbai,85
2025-04-26,banana789,Delhi,94
